DrugBank ID	SIDE EFFECT	MIN	MEAN	MAX	Drug name
DB00268	Rhinitis	4.0	4.0	4.0	Ropinirole
DB00268	Salivary hypersecretion	2.0	2.0	2.0	Ropinirole
DB00268	Shock	3.0	8.666666666669999	12.0	Ropinirole
DB00268	Sinusitis	4.0	4.0	4.0	Ropinirole
DB00268	Skin disorder	3.0	3.0	3.0	Ropinirole
DB00268	Somnolence	1.3	17.9	40.0	Ropinirole
DB00268	Sweating increased	1.4	4.85	7.0	Ropinirole
DB00268	Syncope	3.0	8.666666666669999	12.0	Ropinirole
DB00268	Tachycardia	2.0	2.0	2.0	Ropinirole
DB00268	Tension	5.0	5.0	5.0	Ropinirole
DB00268	Tremor	6.0	6.0	6.0	Ropinirole
DB00268	Unspecified disorder of skin and subcutaneous tissue	3.0	3.0	3.0	Ropinirole
DB00268	Upper respiratory tract infection	9.0	9.0	9.0	Ropinirole
DB00268	Urinary incontinence	2.0	2.0	2.0	Ropinirole
DB00268	Urinary tract infection	5.0	5.5	6.0	Ropinirole
DB00268	Vertigo	2.0	3.0	4.0	Ropinirole
DB00268	Viral infection	8.0	9.5	11.0	Ropinirole
DB00268	Visual impairment	6.0	6.0	6.0	Ropinirole
DB00268	Vomiting	1.3	6.74	12.0	Ropinirole
DB00268	Weight decreased	2.0	2.0	2.0	Ropinirole
DB00268	Xerophthalmia	2.0	2.0	2.0	Ropinirole
DB00268	Yawning	3.0	3.0	3.0	Ropinirole
DB00270	Abdominal discomfort	1.7	2.8	3.9	Isradipine
DB00270	Asthenia	1.2	3.15	6.3	Isradipine
DB00270	Chest pain	2.4	2.65	2.9	Isradipine
DB00270	Dermatitis	1.5	1.5	1.5	Isradipine
DB00270	Diarrhoea	1.1	1.5	1.9	Isradipine
DB00270	Dizziness	7.3	7.75	8.2	Isradipine
DB00270	Dyspnoea	1.8	2.0	2.2	Isradipine
DB00270	Fatigue	3.9	5.1	6.3	Isradipine
DB00270	Flushing	1.2	1.9	2.6	Isradipine
DB00270	Headache	9.4	11.55	13.7	Isradipine
DB00270	Nausea	1.8	2.45	3.1	Isradipine
DB00270	Oedema	2.9	5.05	7.2	Isradipine
DB00270	Palpitations	1.5	2.75	4.0	Isradipine
DB00270	Pollakiuria	1.0	1.25	1.5	Isradipine
DB00270	Rash	1.5	1.5	1.5	Isradipine
DB00270	Tachycardia	1.5	1.5	1.5	Isradipine
DB00270	Vomiting	1.1	1.1	1.1	Isradipine
DB00273	Abdominal discomfort	1.0	2.16	3.2	Topiramate
DB00273	Abdominal distension	1.3	1.3	1.3	Topiramate
DB00273	Abdominal pain	1.1	5.7545454545500005	15.0	Topiramate
DB00273	Abdominal pain upper	3.7	3.8	3.9	Topiramate
DB00273	Abnormal behaviour	3.0	7.98	11.2	Topiramate
DB00273	Abnormal vision	1.0	6.34444444444	14.2	Topiramate
DB00273	Acidosis	7.0	7.0	7.0	Topiramate
DB00273	Acne	1.0	2.0	3.0	Topiramate
DB00273	Action tremor	3.1	3.95	4.8	Topiramate
DB00273	Affect lability	1.0	2.64666666667	5.1	Topiramate
DB00273	Ageusia	1.0	1.33333333333	2.0	Topiramate
DB00273	Aggression	1.0	4.68	9.2	Topiramate
DB00273	Aggressive reaction	1.0	4.53333333333	9.2	Topiramate
DB00273	Agitation	1.0	3.8263157894699997	21.0	Topiramate
DB00273	Alopecia	1.0	3.275	6.3	Topiramate
DB00273	Amenorrhoea	2.0	2.0	2.0	Topiramate
DB00273	Amnesia	2.9	4.06	5.3	Topiramate
DB00273	Anaemia	1.0	2.0	3.0	Topiramate
DB00273	Anger	1.7	1.9	2.1	Topiramate
DB00273	Anorexia	2.0	8.96666666667	24.5	Topiramate
DB00273	Anxiety	1.0	4.90625	10.4	Topiramate
DB00273	Apathy	1.0	2.225	3.1	Topiramate
DB00273	Aphasia	1.0	1.6666666666699999	2.0	Topiramate
DB00273	Arthralgia	1.0	2.98	7.0	Topiramate
DB00273	Asthenia	1.0	8.964444444439998	30.7	Topiramate
DB00273	Asthma	1.0	1.5	2.0	Topiramate
DB00273	Ataxia	1.0	8.17272727273	21.2	Topiramate
DB00273	Auditory disorder NOS	1.0	1.5	2.0	Topiramate
DB00273	Back pain	1.0	3.35	6.2	Topiramate
DB00273	Balance disorder	1.3	3.21666666667	5.8	Topiramate
DB00273	Bladder pain	1.0	1.75	3.0	Topiramate
DB00273	Body odor	1.0	1.0	1.0	Topiramate
DB00273	Body temperature increased	1.0	6.13	12.0	Topiramate
DB00273	Bone pain	1.0	1.0	1.0	Topiramate
DB00273	Bradycardia	1.0	1.0	1.0	Topiramate
DB00273	Bradyphrenia	1.1	5.7125	19.5	Topiramate
DB00273	Breast pain	4.0	6.15	8.3	Topiramate
DB00273	Bronchitis	1.0	3.66666666667	7.0	Topiramate
DB00273	Calculus of kidney	1.0	2.8	7.0	Topiramate
DB00273	Candida infection	1.0	1.0	1.0	Topiramate
DB00273	Cardiovascular disorder	1.0	1.5	2.0	Topiramate
DB00273	Cerebration impaired	2.0	8.21333333333	15.0	Topiramate
DB00273	Chest pain	1.0	2.8	4.4	Topiramate
DB00273	Chills	1.0	1.0	1.0	Topiramate
DB00273	Coagulopathy	1.0	1.5	2.0	Topiramate
DB00273	Cognitive disorder	2.0	2.0	2.0	Topiramate
DB00273	Confusional state	1.6	7.023529411760001	14.0	Topiramate
DB00273	Congenital eye disorder	1.0	1.5	2.0	Topiramate
DB00273	Conjunctivitis	1.0	3.5	7.0	Topiramate
DB00273	Constipation	1.0	3.87692307692	7.0	Topiramate
DB00273	Convulsion	1.0	2.11666666667	3.1	Topiramate
DB00273	Convulsions aggravated	3.0	3.05	3.1	Topiramate
DB00273	Coordination abnormal	3.6	6.28	11.4	Topiramate
DB00273	Cough	1.0	3.4	7.0	Topiramate
DB00273	Cramps of lower extremities	2.0	2.0	2.0	Topiramate
DB00273	Cystitis	1.0	1.75	3.0	Topiramate
DB00273	Cystitis noninfective	1.0	1.75	3.0	Topiramate
DB00273	Deafness	1.0	1.5	2.0	Topiramate
DB00273	Decreased appetite	1.3	7.69591836735	24.5	Topiramate
DB00273	Depersonalisation	1.0	1.75	2.2	Topiramate
DB00273	Depressed level of consciousness	1.0	1.5	2.0	Topiramate
DB00273	Depressed mood	2.0	2.5	2.9	Topiramate
DB00273	Depression	1.0	6.195	13.0	Topiramate
DB00273	Depression aggravated	1.0	1.75	3.0	Topiramate
DB00273	Dermatitis	1.0	3.50909090909	7.0	Topiramate
DB00273	Diarrhoea	2.0	7.4647058823500005	14.0	Topiramate
DB00273	Diplopia	1.0	6.233333333330001	12.1	Topiramate
DB00273	Disorder sight	1.0	6.5	13.0	Topiramate
DB00273	Disorientation	1.7	2.45	3.2	Topiramate
DB00273	Disturbance in attention	2.0	7.651612903230001	15.0	Topiramate
DB00273	Disturbance in sexual arousal	1.0	1.75	3.0	Topiramate
DB00273	Dizziness	1.0	13.772972973	34.1	Topiramate
DB00273	Dry eye	1.3	1.3	1.3	Topiramate
DB00273	Dry mouth	1.0	2.88333333333	5.0	Topiramate
DB00273	Dysarthria	1.6	3.56	6.2	Topiramate
DB00273	Dysgeusia	1.0	6.52666666667	15.4	Topiramate
DB00273	Dysmenorrhoea	2.0	4.46666666667	8.3	Topiramate
DB00273	Dyspepsia	1.0	4.46	8.0	Topiramate
DB00273	Dysphagia	1.0	1.0	1.0	Topiramate
DB00273	Dysphasia	1.0	1.0	1.0	Topiramate
DB00273	Dyspnoea	1.0	2.5454545454499997	6.0	Topiramate
DB00273	Dysuria	1.0	1.33333333333	2.0	Topiramate
DB00273	Ear pain	1.3	1.3	1.3	Topiramate
DB00273	Eczema	1.0	1.0	1.0	Topiramate
DB00273	Epistaxis	1.0	3.525	8.0	Topiramate
DB00273	Erectile dysfunction	1.0	1.5	2.0	Topiramate
DB00273	Expressive language disorder	3.5	5.55714285714	9.4	Topiramate
DB00273	Eye disorder	1.0	1.5	2.0	Topiramate
DB00273	Faecal incontinence	1.0	1.0	1.0	Topiramate
DB00273	Fatigue	1.0	12.752	30.7	Topiramate
DB00273	Feeling abnormal	1.6	7.023529411760001	14.0	Topiramate
DB00273	Flat affect	1.0	2.225	3.1	Topiramate
DB00273	Flatulence	1.0	1.0	1.0	Topiramate
DB00273	Flushing	5.0	5.0	5.0	Topiramate
DB00273	Gait disturbance	1.4	3.2125	8.0	Topiramate
DB00273	Gamma-glutamyltransferase increased	1.0	2.0	3.0	Topiramate
DB00273	Gastritis	2.6	2.8	3.0	Topiramate
DB00273	Gastroenteritis	1.0	3.6833333333300002	7.0	Topiramate
DB00273	Gastrointestinal disorder	7.0	7.0	7.0	Topiramate
DB00273	Gastrointestinal pain	1.1	5.7545454545500005	15.0	Topiramate
DB00273	Gastrooesophageal reflux disease	1.0	1.325	2.0	Topiramate
DB00273	Gingival bleeding	1.3	1.3	1.3	Topiramate
DB00273	Gingival hyperplasia	1.0	1.0	1.0	Topiramate
DB00273	Gingivitis	1.0	1.0	1.0	Topiramate
DB00273	Glossitis	1.0	1.0	1.0	Topiramate
DB00273	Grand mal convulsion	1.0	3.33333333333	7.0	Topiramate
DB00273	Haematoma	1.0	1.5	2.0	Topiramate
DB00273	Haematuria	1.0	1.33333333333	2.0	Topiramate
DB00273	Haemoglobin	1.0	1.5	2.0	Topiramate
DB00273	Haemorrhage	1.0	1.5	2.0	Topiramate
DB00273	Headache	1.0	12.5714285714	29.0	Topiramate
DB00273	Hearing impaired	1.0	1.5	2.0	Topiramate
DB00273	Hot flush	1.0	1.9	2.7	Topiramate
DB00273	Hyperhidrosis	1.0	1.33333333333	2.0	Topiramate
DB00273	Hyperkinesia	2.0	7.42	21.0	Topiramate
DB00273	Hypersensitivity	1.0	2.8	7.0	Topiramate
DB00273	Hypertension	1.0	2.0	3.0	Topiramate
DB00273	Hyperthyroidism	8.0	8.0	8.0	Topiramate
DB00273	Hypertonia	3.0	5.0	7.0	Topiramate
DB00273	Hypertrichosis	1.0	1.5	2.0	Topiramate
DB00273	Hypoaesthesia	1.0	4.5939393939399995	8.0	Topiramate
DB00273	Hypoaesthesia facial	2.0	2.0	2.0	Topiramate
DB00273	Hypoglycaemia	1.0	1.0	1.0	Topiramate
DB00273	Hyporeflexia	2.0	2.0	2.0	Topiramate
DB00273	Increased appetite	1.0	1.0	1.0	Topiramate
DB00273	Infection	1.0	5.44285714286	14.0	Topiramate
DB00273	Influenza like illness	1.0	3.4428571428600003	7.0	Topiramate
DB00273	Influenza-like symptoms	1.0	3.4428571428600003	7.0	Topiramate
DB00273	Insomnia	2.0	5.98125	14.0	Topiramate
DB00273	Irritability	2.0	9.35	14.6	Topiramate
DB00273	Lacrimal disorder	1.0	1.0	1.0	Topiramate
DB00273	Lacrimation abnormal NOS	1.0	1.0	1.0	Topiramate
DB00273	Laryngitis	8.0	8.0	8.0	Topiramate
DB00273	Learning disability	3.2	3.2	3.2	Topiramate
DB00273	Leg pain	1.0	3.58571428571	8.0	Topiramate
DB00273	Lethargy	1.2	6.06	13.5	Topiramate
DB00273	Leukopenia	1.0	1.725	2.7	Topiramate
DB00273	Leukorrhea	2.0	2.0	2.0	Topiramate
DB00273	Libido decreased	1.0	1.75	3.0	Topiramate
DB00273	Loss of consciousness	1.0	1.0	1.0	Topiramate
DB00273	Malnutrition	6.0	11.4285714286	21.0	Topiramate
DB00273	Mastitis	2.0	2.0	2.0	Topiramate
DB00273	Memory impairment	1.2	4.977777777780001	10.8	Topiramate
DB00273	Menopausal symptoms	1.0	1.9	2.7	Topiramate
DB00273	Menorrhagia	1.0	1.5	2.0	Topiramate
DB00273	Menstrual disorder	1.0	2.55	4.2	Topiramate
DB00273	Mental disability	1.1	5.832000000000001	15.0	Topiramate
DB00273	Mental retardation	1.1	2.26	5.0	Topiramate
DB00273	Metrorrhagia	1.0	2.0	3.0	Topiramate
DB00273	Migraine	1.0	1.5	2.0	Topiramate
DB00273	Mood swings	1.0	2.88461538462	5.1	Topiramate
DB00273	Muscle contractions involuntary	1.0	3.6	8.0	Topiramate
DB00273	Muscle spasms	1.7	2.4	3.3	Topiramate
DB00273	Muscle twitching	1.3	1.55	1.8	Topiramate
DB00273	Muscular weakness	1.0	1.0	1.0	Topiramate
DB00273	Musculoskeletal chest pain	1.1	1.45	1.8	Topiramate
DB00273	Musculoskeletal discomfort	1.0	2.77142857143	7.0	Topiramate
DB00273	Myalgia	2.0	2.25	2.5	Topiramate
DB00273	Myopia	1.0	1.0	1.0	Topiramate
DB00273	Nail disorder	2.0	2.0	2.0	Topiramate
DB00273	Nasopharyngitis	1.3	1.3	1.3	Topiramate
DB00273	Nausea	2.0	9.76470588235	15.1	Topiramate
DB00273	Neoplasm	1.0	1.5	2.0	Topiramate
DB00273	Nephrolithiasis	1.0	2.74285714286	7.0	Topiramate
DB00273	Nervousness	2.0	11.084210526300001	19.3	Topiramate
DB00273	Neuropathy peripheral	2.0	18.75	32.0	Topiramate
DB00273	Neurosis	1.0	1.0	1.0	Topiramate
DB00273	Nocturia	1.0	1.0	1.0	Topiramate
DB00273	Nystagmus	6.1	10.1571428571	15.0	Topiramate
DB00273	Oedema	1.0	1.5	2.0	Topiramate
DB00273	Oedema peripheral	2.0	2.0	2.0	Topiramate
DB00273	Osteoarthritis	1.6	3.56	6.2	Topiramate
DB00273	Otitis media	1.0	3.0	8.0	Topiramate
DB00273	Pain	2.9	4.7	6.2	Topiramate
DB00273	Pain in extremity	1.0	3.58571428571	8.0	Topiramate
DB00273	Pallor	1.0	1.0	1.0	Topiramate
DB00273	Paraesthesia	1.0	20.6666666667	51.0	Topiramate
DB00273	Paraesthesia oral	1.2	2.06	3.3	Topiramate
DB00273	Personality disorder	1.3	6.233333333330001	11.2	Topiramate
DB00273	Pharyngeal oedema	8.0	8.0	8.0	Topiramate
DB00273	Pharyngitis	2.0	6.68888888889	21.0	Topiramate
DB00273	Pneumonia	1.0	3.02	5.1	Topiramate
DB00273	Pollakiuria	1.0	2.5	4.0	Topiramate
DB00273	Premature ejaculation	3.0	3.0	3.0	Topiramate
DB00273	Prostatic disorder	2.0	2.1	2.2	Topiramate
DB00273	Prothrombin level increased	1.0	1.0	1.0	Topiramate
DB00273	Pruritus	1.0	2.66	4.0	Topiramate
DB00273	Pruritus generalised	1.3	1.3	1.3	Topiramate
DB00273	Psychomotor retardation	2.0	2.0	2.0	Topiramate
DB00273	Psychomotor skills impaired	2.0	2.0	2.0	Topiramate
DB00273	Purpura	4.0	6.733333333330001	8.2	Topiramate
DB00273	Rash	1.0	3.72	6.7	Topiramate
DB00273	Rash erythematous	1.0	3.2	8.0	Topiramate
DB00273	Rash maculo-papular	1.0	1.5	2.0	Topiramate
DB00273	Red blood cell disorders	1.0	1.5	2.0	Topiramate
DB00273	Rhinitis	1.0	6.4	21.0	Topiramate
DB00273	Rhinorrhoea	1.3	1.3	1.3	Topiramate
DB00273	Rigors	1.0	1.0	1.0	Topiramate
DB00273	Salivary hypersecretion	4.0	5.36666666667	6.1	Topiramate
DB00273	Scotoma	1.3	1.3	1.3	Topiramate
DB00273	Seborrhoeic dermatitis	1.0	1.0	1.0	Topiramate
DB00273	Shock	1.0	1.0	1.0	Topiramate
DB00273	Sinusitis	1.0	6.692307692309999	15.0	Topiramate
DB00273	Skin discolouration	1.0	1.0	1.0	Topiramate
DB00273	Skin disorder	1.0	2.02	3.1	Topiramate
DB00273	Skin odour abnormal	1.0	1.0	1.0	Topiramate
DB00273	Sleep disorder	2.0	2.0	2.0	Topiramate
DB00273	Somnolence	1.0	12.8038461538	30.1	Topiramate
DB00273	Speech disorder	1.0	6.19090909091	16.8	Topiramate
DB00273	Stupor	1.0	1.5	2.0	Topiramate
DB00273	Sweating increased	1.0	1.33333333333	2.0	Topiramate
DB00273	Syncope	1.0	1.0	1.0	Topiramate
DB00273	Tachycardia	2.0	2.0	2.0	Topiramate
DB00273	Taste disorders	2.0	8.2	15.0	Topiramate
DB00273	Tension	2.0	11.084210526300001	19.3	Topiramate
DB00273	Thirst	1.0	1.33333333333	2.0	Topiramate
DB00273	Thrombocytopenia	1.0	1.0	1.0	Topiramate
DB00273	Tinnitus	1.0	1.38	2.0	Topiramate
DB00273	Toothache	1.0	4.0	7.0	Topiramate
DB00273	Tremor	1.3	5.25	10.6	Topiramate
DB00273	Upper respiratory tract infection	12.0	21.7	36.7	Topiramate
DB00273	Upset stomach	1.0	2.16	3.2	Topiramate
DB00273	Urethral disorder	1.0	2.775	4.1	Topiramate
DB00273	Urinary incontinence	1.0	2.51666666667	4.1	Topiramate
DB00273	Urinary tract disorder	1.0	2.775	4.1	Topiramate
DB00273	Urinary tract infection	1.0	3.0	5.0	Topiramate
DB00273	Urine abnormality	1.0	1.0	1.0	Topiramate
DB00273	Urine analysis abnormal	1.0	1.0	1.0	Topiramate
DB00273	Vaginal discharge	2.0	2.0	2.0	Topiramate
DB00273	Vaginal haemorrhage	3.0	3.0	3.0	Topiramate
DB00273	Vaginal infection	13.0	13.0	13.0	Topiramate
DB00273	Vaginal inflammation	13.0	13.0	13.0	Topiramate
DB00273	Vascular purpura	4.0	6.733333333330001	8.2	Topiramate
DB00273	Vertigo	1.0	2.3	3.2	Topiramate
DB00273	Viral infection	1.0	5.6	15.0	Topiramate
DB00273	Vision blurred	2.0	4.51666666667	8.9	Topiramate
DB00273	Visual disturbance	1.4	1.7	2.0	Topiramate
DB00273	Visual impairment	1.0	5.766666666669999	14.2	Topiramate
DB00273	Vomiting	1.0	5.3375	14.0	Topiramate
DB00273	Weight decreased	2.5	11.9611111111	31.0	Topiramate
DB00273	Weight increased	1.0	1.0	1.0	Topiramate
DB00275	Acute bronchitis	1.08	1.55	2.02	Olmesartan
DB00275	Alanine aminotransferase increased	1.03	1.33	1.7	Olmesartan
DB00275	Anxiety	1.03	1.03	1.03	Olmesartan
DB00275	Arthralgia	1.01	1.35166666667	1.97	Olmesartan
DB00275	Arthritis	1.03	1.03	1.03	Olmesartan
DB00275	Aspartate aminotransferase increased	1.09	1.395	1.7	Olmesartan
DB00275	Asthenia	1.32	1.3475	1.41	Olmesartan
DB00275	Back pain	1.08	2.595	4.04	Olmesartan
DB00275	Blood creatine phosphokinase increased	1.59	1.59	1.59	Olmesartan
DB00275	Blood glucose increased	1.13	1.13	1.13	Olmesartan
DB00275	Blood potassium decreased	1.13	1.13	1.13	Olmesartan
DB00275	Blood triglycerides increased	2.05	2.08333333333	2.12	Olmesartan
DB00275	Blood uric acid increased	1.32	1.47	1.77	Olmesartan
DB00275	Body temperature increased	3.23	3.23	3.23	Olmesartan
DB00275	Bone pain	1.06	1.06	1.06	Olmesartan
DB00275	Bronchitis	1.08	2.92	5.05	Olmesartan
DB00275	Chest pain	1.03	1.04	1.05	Olmesartan
DB00275	Cough	1.0	1.7190909090900002	4.3	Olmesartan
DB00275	Creatine phosphokinase increased	1.59	1.59	1.59	Olmesartan
DB00275	Diarrhoea	1.03	1.23714285714	1.86	Olmesartan
DB00275	Dizziness	1.08	2.1	3.08	Olmesartan
DB00275	Dyspepsia	1.26	1.26	1.26	Olmesartan
DB00275	Erectile dysfunction	2.05	2.05	2.05	Olmesartan
DB00275	Fatigue	1.32	1.3475	1.41	Olmesartan
DB00275	Gamma-glutamyltransferase increased	1.69	2.0875	2.84	Olmesartan
DB00275	Gastroenteritis	1.3	1.445	1.59	Olmesartan
DB00275	Gout	1.03	1.03	1.03	Olmesartan
DB00275	Haematuria	1.52	2.07333333333	2.65	Olmesartan
DB00275	Headache	1.5	3.9415384615400004	7.53	Olmesartan
DB00275	Hyperglycaemia	1.24	1.9	2.56	Olmesartan
DB00275	Hyperhidrosis	3.45	3.45	3.45	Olmesartan
DB00275	Hypertriglyceridaemia	2.05	2.08333333333	2.12	Olmesartan
DB00275	Hyperuricaemia	1.77	1.77	1.77	Olmesartan
DB00275	Inflicted injury	1.33	1.33	1.33	Olmesartan
DB00275	Influenza	1.21	2.4225	3.77	Olmesartan
DB00275	Influenza like illness	1.35	2.33444444444	3.59	Olmesartan
DB00275	Influenza-like symptoms	3.0	3.27	3.59	Olmesartan
DB00275	Injury	1.33	1.33	1.33	Olmesartan
DB00275	Insomnia	1.05	1.32	1.59	Olmesartan
DB00275	Laryngeal pain	3.23	3.23	3.23	Olmesartan
DB00275	Musculoskeletal discomfort	1.01	1.35166666667	1.97	Olmesartan
DB00275	Nasopharyngitis	1.08	1.962	2.46	Olmesartan
DB00275	Nausea	1.37	1.71	2.05	Olmesartan
DB00275	Oedema peripheral	1.03	1.11	1.19	Olmesartan
DB00275	Pain	1.54	1.54	1.54	Olmesartan
DB00275	Pain in extremity	1.13	1.145	1.16	Olmesartan
DB00275	Pharyngitis	1.45	1.6780000000000002	2.15	Olmesartan
DB00275	Pharyngolaryngeal pain	3.23	3.23	3.23	Olmesartan
DB00275	Pseudohyperkalaemia	1.08	1.08	1.08	Olmesartan
DB00275	Rhinitis	1.03	1.58833333333	3.45	Olmesartan
DB00275	Rhinorrhoea	2.15	2.15	2.15	Olmesartan
DB00275	Sinusitis	1.03	1.286	1.45	Olmesartan
DB00275	Toothache	1.54	1.54	1.54	Olmesartan
DB00275	Tracheobronchitis	1.08	1.55	2.02	Olmesartan
DB00275	Upper respiratory tract infection	1.08	2.4557142857099996	3.59	Olmesartan
DB00275	Urinary tract infection	1.06	1.4342857142899998	1.75	Olmesartan
DB00275	Vertigo	1.05	1.15333333333	1.28	Olmesartan
DB00275	Vomiting	3.23	3.23	3.23	Olmesartan
DB00276	Arrhythmia	1.0	1.0	1.0	Amsacrine
DB00276	Blood bilirubin increased	30.0	30.0	30.0	Amsacrine
DB00277	Abdominal pain	12.0	16.5	21.0	Theophylline
DB00277	Atrial fibrillation	1.0	6.5	12.0	Theophylline
DB00277	Atrial tachycardia	2.0	2.0	2.0	Theophylline
DB00277	Cardiac flutter	1.0	6.5	12.0	Theophylline
DB00277	Convulsion	3.0	9.5	21.0	Theophylline
DB00277	Diarrhoea	14.0	14.0	14.0	Theophylline
DB00277	Disorientation	7.0	9.0	11.0	Theophylline
DB00277	Gastrointestinal pain	12.0	16.5	21.0	Theophylline
DB00277	Haematemesis	2.0	2.0	2.0	Theophylline
DB00277	Haemodynamic instability	7.0	20.3333333333	40.0	Theophylline
DB00277	Hyperglycaemia	18.0	58.0	98.0	Theophylline
DB00277	Hypokalaemia	43.0	62.75	85.0	Theophylline
DB00277	Hypotension	8.0	14.5	21.0	Theophylline
DB00277	Multifocal atrial tachycardia	2.0	2.0	2.0	Theophylline
DB00277	Nervousness	21.0	42.5	64.0	Theophylline
DB00277	Rhabdomyolysis	7.0	7.0	7.0	Theophylline
DB00277	Shock	8.0	14.5	21.0	Theophylline
DB00277	Sinus tachycardia	62.0	82.6666666667	100.0	Theophylline
DB00277	Supraventricular tachycardia	2.0	12.25	21.0	Theophylline
DB00277	Tachycardia	2.0	12.25	21.0	Theophylline
DB00277	Tension	21.0	42.5	64.0	Theophylline
DB00277	Tremor	14.0	24.25	38.0	Theophylline
DB00277	Ventricular arrhythmia	7.0	20.3333333333	40.0	Theophylline
DB00277	Ventricular extrasystoles	3.0	13.25	21.0	Theophylline
DB00277	Vomiting	30.0	64.25	93.0	Theophylline
DB00279	Tachycardia	3.0	3.0	3.0	Liothyronine
DB00280	Constipation	11.0	11.0	11.0	Disopyramide
DB00280	Dry mouth	32.0	32.0	32.0	Disopyramide
DB00280	Urinary hesitation	14.0	14.0	14.0	Disopyramide
DB00281	Nausea	2.0	2.0	2.0	Lidocaine
DB00281	Vomiting	1.0	1.0	1.0	Lidocaine
DB00285	Abdominal pain	2.2	4.72	8.0	Venlafaxine
DB00285	Abnormal dreams	3.0	4.66666666667	7.0	Venlafaxine
DB00285	Abnormal ejaculation	2.2	9.525	19.0	Venlafaxine
DB00285	Abnormal vision	4.0	5.0	6.0	Venlafaxine
DB00285	Accidental injury	4.0	4.5	5.0	Venlafaxine
DB00285	Accommodation disorder	5.6	7.533333333330001	9.1	Venlafaxine
DB00285	Agitation	1.1	2.96	4.5	Venlafaxine
DB00285	Anorexia	1.0	12.35	20.0	Venlafaxine
DB00285	Anorgasmia	3.0	3.0	3.0	Venlafaxine
DB00285	Anxiety	1.0	4.33333333333	11.2	Venlafaxine
DB00285	Asthenia	1.0	10.7545454545	19.0	Venlafaxine
DB00285	Chills	2.2	4.86666666667	6.8	Venlafaxine
DB00285	Constipation	8.0	9.0	10.0	Venlafaxine
DB00285	Decreased appetite	1.0	12.35	20.0	Venlafaxine
DB00285	Depression	3.0	3.0	3.0	Venlafaxine
DB00285	Diarrhoea	6.0	7.0	8.0	Venlafaxine
DB00285	Disturbance in sexual arousal	1.1	4.71428571429	9.0	Venlafaxine
DB00285	Dizziness	2.0	14.5	23.9	Venlafaxine
DB00285	Dry mouth	1.0	9.6	17.0	Venlafaxine
DB00285	Dyspepsia	4.5	6.06666666667	7.0	Venlafaxine
DB00285	Ejaculation disorder	2.2	9.525	19.0	Venlafaxine
DB00285	Erectile dysfunction	2.0	4.61111111111	10.0	Venlafaxine
DB00285	Eructation	2.0	2.0	2.0	Venlafaxine
DB00285	Flatulence	4.0	4.0	4.0	Venlafaxine
DB00285	Gastrointestinal pain	2.2	4.72	8.0	Venlafaxine
DB00285	Headache	1.0	15.6	38.0	Venlafaxine
DB00285	Hyperhidrosis	1.0	10.3777777778	19.3	Venlafaxine
DB00285	Hypertension	1.1	3.36	5.0	Venlafaxine
DB00285	Hypertonia	3.0	3.0	3.0	Venlafaxine
DB00285	Infection	2.2	3.36666666667	5.6	Venlafaxine
DB00285	Influenza	6.0	6.0	6.0	Venlafaxine
DB00285	Injury	4.0	4.5	5.0	Venlafaxine
DB00285	Insomnia	1.0	14.13	24.0	Venlafaxine
DB00285	Libido decreased	1.1	4.71428571429	9.0	Venlafaxine
DB00285	Muscle twitching	2.0	2.5	3.0	Venlafaxine
DB00285	Nausea	2.0	21.1384615385	58.0	Venlafaxine
DB00285	Nervousness	2.0	9.9125	21.3	Venlafaxine
DB00285	Palpitations	3.0	3.0	3.0	Venlafaxine
DB00285	Paraesthesia	2.0	2.5	3.0	Venlafaxine
DB00285	Pharyngitis	7.0	7.0	7.0	Venlafaxine
DB00285	Sinusitis	2.0	2.0	2.0	Venlafaxine
DB00285	Somnolence	2.0	14.5	26.1	Venlafaxine
DB00285	Sweating	1.0	10.3777777778	19.3	Venlafaxine
DB00285	Tension	2.0	9.9125	21.3	Venlafaxine
DB00285	Tremor	1.0	3.91666666667	10.2	Venlafaxine
DB00285	Vasodilation	2.3	3.88	5.6	Venlafaxine
DB00285	Vasodilation procedure	2.3	3.88	5.6	Venlafaxine
DB00285	Visual impairment	4.0	5.0	6.0	Venlafaxine
DB00285	Vomiting	1.0	4.44285714286	7.9	Venlafaxine
DB00285	Weight decreased	2.0	3.0	4.0	Venlafaxine
DB00285	Yawning	3.0	5.22	8.0	Venlafaxine
DB00287	Discomfort	2.0	3.55	4.8	Travoprost
DB00287	Dry eye	1.8	2.6	3.4	Travoprost
DB00287	Headache	1.4	1.4	1.4	Travoprost
DB00287	Hyperaemia	8.3	25.85	37.3	Travoprost
DB00287	Iris hyperpigmentation	29.5	29.5	29.5	Travoprost
DB00287	Keratitis	1.1	1.3	1.5	Travoprost
DB00287	Lacrimation	1.5	1.8	2.1	Travoprost
DB00287	Lacrimation increased	1.5	1.8	2.1	Travoprost
DB00287	Pain	1.5	2.8	3.5	Travoprost
DB00287	Photophobia	1.4	2.1	2.8	Travoprost
DB00287	Pruritus	1.1	3.9333333333300002	5.6	Travoprost
DB00287	Sensation of foreign body	2.0	2.05	2.1	Travoprost
DB00287	Vision blurred	2.0	2.0	2.0	Travoprost
DB00290	Body temperature increased	50.0	50.0	50.0	Bleomycin
DB00290	Mucosal inflammation	30.0	30.0	30.0	Bleomycin
